caller	provider	method	caller_path	norm_path	provider_path	provider_claim	candidates	caller_body	caller_return	provider_body	provider_return	s2_typing	untyped_as_written	untyped_refined	both_sides_untyped_as_written	edge_claim
orca	clouddriver	GET	/{cloudProvider}/task/{id}/owner	/{}/task/{}/owner	/{cloudProvider}/task/{id}/owner	CLAIM-S2-R0405	1	-	TaskOwner	-	TaskOwnerResult	typed	0	0	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/CloudDriverTaskStatusService.java:28
orca	clouddriver	GET	/features/stages	/features/stages	/features/stages	CLAIM-S2-R0386	1	-	List<AvailableStage>	-	Collection<Map>	untyped-return	1	1	0	orca@v8.64.0 orca-clouddriver/src/main/java/com/netflix/spinnaker/orca/clouddriver/FeaturesRestService.java:24
orca	front50	GET	/v2/applications/{applicationName}	/v2/applications/{}	/v2/applications/{applicationName:.+}	CLAIM-S2-R0531	1	-	Application	-	Application	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:32
orca	front50	GET	/v2/applications	/v2/applications	/v2/applications	CLAIM-S2-R0526	1	-	Collection<Application>	-	List<Application>	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:35
orca	front50	POST	/v2/applications	/v2/applications	/v2/applications	CLAIM-S2-R0527	1	Application	Response	Application	Application	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:38
orca	front50	DELETE	/v2/applications/{applicationName}	/v2/applications/{}	/v2/applications/{applicationName:.+}	CLAIM-S2-R0528	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:41
orca	front50	PATCH	/v2/applications/{applicationName}	/v2/applications/{}	/v2/applications/{applicationName:.+}	CLAIM-S2-R0529	1	Application	Response	Application	Application	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:44
orca	front50	DELETE	/permissions/applications/{applicationName}	/permissions/applications/{}	/permissions/applications/{appName:.+}	CLAIM-S2-R0475	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:47
orca	front50	PUT	/permissions/applications/{applicationName}	/permissions/applications/{}	/permissions/applications/{appName:.+}	CLAIM-S2-R0474	1	Application.Permission	Response	Application.Permission	Application.Permission	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:50
orca	front50	POST	/pluginInfo	/pluginInfo	/pluginInfo	CLAIM-S2-R0496	1	PluginInfo	PluginInfo	PluginInfo	PluginInfo	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:53
orca	front50	GET	/pluginInfo/{pluginId}	/pluginInfo/{}	/pluginInfo/{id}	CLAIM-S2-R0495	1	-	PluginInfo	-	PluginInfo	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:56
orca	front50	DELETE	/pluginInfo/{pluginId}	/pluginInfo/{}	/pluginInfo/{id}	CLAIM-S2-R0497	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:59
orca	front50	PUT	/pluginInfo/{pluginId}/releases/{version}	/pluginInfo/{}/releases/{}	/pluginInfo/{id}/releases/{releaseVersion}	CLAIM-S2-R0500	1	-	Response	-	PluginInfo.Release	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:62
orca	front50	GET	/pipelines/{applicationName}	/pipelines/{}	/pipelines/{application:.+}	CLAIM-S2-R0478	1	-	List<Map<String,Object>>	-	List<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:65
orca	front50	GET	/pipelines/{applicationName}	/pipelines/{}	/pipelines/{application:.+}	CLAIM-S2-R0478	1	-	List<Map<String,Object>>	-	List<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:68
orca	front50	GET	/pipelines/{applicationName}	/pipelines/{}	/pipelines/{application:.+}	CLAIM-S2-R0478	1	-	List<Map<String,Object>>	-	List<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:71
orca	front50	GET	/pipelines/{pipelineId}/get	/pipelines/{}/get	/pipelines/{id:.+}/get	CLAIM-S2-R0480	1	-	Map<String,Object>	-	Pipeline	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:74
orca	front50	POST	/pipelines	/pipelines	/pipelines	CLAIM-S2-R0482	1	Map	Response	Pipeline	Pipeline	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:77
orca	front50	POST	/pipelines/batchUpdate	/pipelines/batchUpdate	/pipelines/batchUpdate	CLAIM-S2-R0483	1	List<Map<String,Object>>	Response	List<Map<String, Object>>	Map<String, Object>	untyped-both	1	1	1	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:80
orca	front50	PUT	/pipelines/{pipelineId}	/pipelines/{}	/pipelines/{id}	CLAIM-S2-R0485	1	Map	Response	Pipeline	Pipeline	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:83
orca	front50	GET	/strategies/{applicationName}	/strategies/{}	/strategies/{application:.+}	CLAIM-S2-R0513	1	-	List<Map<String,Object>>	-	Collection<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:86
orca	front50	GET	/pipelines?restricted=false	/pipelines	/pipelines	CLAIM-S2-R0476	1	-	List<Map<String,Object>>	-	Collection<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:89
orca	front50	GET	/pipelines/triggeredBy/{pipelineId}/{status}?restricted=false	/pipelines/triggeredBy/{}/{}	/pipelines/triggeredBy/{id:.+}/{status}	CLAIM-S2-R0477	1	-	List<Map<String,Object>>	-	Collection<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:92
orca	front50	POST	/actions/pipelines/reorder	/actions/pipelines/reorder	/actions/pipelines/reorder	CLAIM-S2-R0503	1	ReorderPipelinesCommand	Response	Map<String, Object>	void	untyped-body	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:95
orca	front50	DELETE	/pipelines/{applicationName}/{pipelineName}	/pipelines/{}/{}	/pipelines/{application}/{pipeline:.+}	CLAIM-S2-R0484	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:98
orca	front50	POST	/actions/strategies/reorder	/actions/strategies/reorder	/actions/strategies/reorder	CLAIM-S2-R0504	1	ReorderPipelinesCommand	Response	Map<String, Object>	void	untyped-body	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:101
orca	front50	GET	/pipelineTemplates	/pipelineTemplates	/pipelineTemplates	CLAIM-S2-R0486	1	-	List<Map<String,Object>>	-	List<PipelineTemplate>	untyped-return	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:105
orca	front50	POST	/pipelineTemplates	/pipelineTemplates	/pipelineTemplates	CLAIM-S2-R0487	1	Map	Response	PipelineTemplate	void	untyped-body	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:108
orca	front50	GET	/pipelineTemplates/{pipelineTemplateId}	/pipelineTemplates/{}	/pipelineTemplates/{id}	CLAIM-S2-R0488	1	-	Map<String,Object>	-	PipelineTemplate	untyped-return	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:111
orca	front50	PUT	/pipelineTemplates/{pipelineTemplateId}	/pipelineTemplates/{}	/pipelineTemplates/{id}	CLAIM-S2-R0489	1	Map	Response	PipelineTemplate	PipelineTemplate	untyped-both	1	1	1	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:114
orca	front50	DELETE	/pipelineTemplates/{pipelineTemplateId}	/pipelineTemplates/{}	/pipelineTemplates/{id}	CLAIM-S2-R0490	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:117
orca	front50	GET	/pipelineTemplates/{pipelineTemplateId}/dependentPipelines	/pipelineTemplates/{}/dependentPipelines	/pipelineTemplates/{id}/dependentPipelines	CLAIM-S2-R0491	1	-	List<Map<String,Object>>	-	List<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:120
orca	front50	POST	/v2/pipelineTemplates	/v2/pipelineTemplates	/v2/pipelineTemplates	CLAIM-S2-R0521	1	Map	Response	PipelineTemplate	void	untyped-body	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:124
orca	front50	GET	/v2/pipelineTemplates/{pipelineTemplateId}/dependentPipelines	/v2/pipelineTemplates/{}/dependentPipelines	/v2/pipelineTemplates/{id}/dependentPipelines	CLAIM-S2-R0525	1	-	List<Map<String,Object>>	-	List<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:127
orca	front50	PUT	/v2/pipelineTemplates/{pipelineTemplateId}	/v2/pipelineTemplates/{}	/v2/pipelineTemplates/{id}	CLAIM-S2-R0522	1	Map	Response	PipelineTemplate	PipelineTemplate	untyped-both	1	1	1	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:130
orca	front50	DELETE	/v2/pipelineTemplates/{pipelineTemplateId}	/v2/pipelineTemplates/{}	/v2/pipelineTemplates/{id}	CLAIM-S2-R0524	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:133
orca	front50	GET	/strategies	/strategies	/strategies	CLAIM-S2-R0512	1	-	List<Map<String,Object>>	-	Collection<Pipeline>	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:138
orca	front50	POST	/v2/projects	/v2/projects	/v2/projects	CLAIM-S2-R0544	1	Map	Project	Project	Project	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:141
orca	front50	PUT	/v2/projects/{projectId}	/v2/projects/{}	/v2/projects/{projectId}	CLAIM-S2-R0543	1	Map	Project	Project	Project	typed	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:144
orca	front50	GET	/v2/projects/{projectId}	/v2/projects/{}	/v2/projects/{projectId}	CLAIM-S2-R0542	1	-	Project	-	Project	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:147
orca	front50	DELETE	/v2/projects/{projectId}	/v2/projects/{}	/v2/projects/{projectId}	CLAIM-S2-R0545	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:150
orca	front50	GET	/notifications/application/{applicationName}	/notifications/application/{}	/notifications/{type}/{name}	CLAIM-S2-R0467	1	-	ApplicationNotifications	-	Notification	untyped-return	1	1	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:153
orca	front50	POST	/serviceAccounts	/serviceAccounts	/serviceAccounts	CLAIM-S2-R0506	1	ServiceAccount	Response	ServiceAccount	ServiceAccount	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:156
orca	front50	GET	/deliveries/{id}	/deliveries/{}	/deliveries/{id}	CLAIM-S2-R0460	1	-	DeliveryConfig	-	Delivery	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:159
orca	front50	POST	/deliveries	/deliveries	/deliveries	CLAIM-S2-R0461	1	DeliveryConfig	DeliveryConfig	Delivery	Delivery	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:162
orca	front50	PUT	/deliveries/{id}	/deliveries/{}	/deliveries/{id}	CLAIM-S2-R0462	1	DeliveryConfig	DeliveryConfig	Delivery	Delivery	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:165
orca	front50	DELETE	/applications/{application}/deliveries/{id}	/applications/{}/deliveries/{}	/applications/{application}/deliveries/{id}	CLAIM-S2-R0463	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-front50/src/main/groovy/com/netflix/spinnaker/orca/front50/Front50Service.groovy:168
orca	echo	POST	/	/	/	CLAIM-S2-R0553	1	Map<String,?>	Response	Event	void	typed	1	1	0	orca@v8.64.0 orca-echo/src/main/groovy/com/netflix/spinnaker/orca/echo/EchoService.groovy:29
orca	echo	POST	/notifications	/notifications	/notifications	CLAIM-S2-R0547	1	Notification	Response	Notification	EchoResponse	polymorphic	0	0	0	orca@v8.64.0 orca-echo/src/main/groovy/com/netflix/spinnaker/orca/echo/EchoService.groovy:36
orca	igor	PUT	/masters/{name}/jobs/{jobName}	/masters/{}/jobs/{}	/masters/{name}/jobs/**	CLAIM-S2-R0742	1	String	Response	String	String	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:30
orca	igor	PUT	/masters/{name}/jobs/{jobName}/stop/{queuedBuild}/{buildNumber}	/masters/{}/jobs/{}/stop/{}/{}	/masters/{name}/jobs/{jobName}/stop/{queuedBuild}/{buildNumber}	CLAIM-S2-R0739	2	String	String	-	String	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:37
orca	igor	PUT	/masters/{name}/jobs/stop/{queuedBuild}/{buildNumber}	/masters/{}/jobs/stop/{}/{}	/masters/{master}/jobs/stop/{queuedBuild}/{buildNumber}	CLAIM-S2-R0740	2	String	String	-	String	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:45
orca	igor	PATCH	/masters/{name}/jobs/{jobName}/update/{buildNumber}	/masters/{}/jobs/{}/update/{}	/masters/{name}/jobs/**/update/{buildNumber}	CLAIM-S2-R0741	1	UpdatedBuild	Response	UpdatedBuild	void	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:53
orca	igor	GET	/builds/queue/{master}/{item}	/builds/queue/{}/{}	/builds/queue/{master}/{item}	CLAIM-S2-R0737	1	-	Map	-	Object	untyped-return	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:60
orca	igor	GET	/builds/status/{buildNumber}/{master}/{job}	/builds/status/{}/{}/{}	/builds/status/{buildNumber}/{master:.+}/**	CLAIM-S2-R0733	1	-	Map<String,Object>	-	GenericBuild	typed	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:63
orca	igor	GET	/builds/status/{buildNumber}/{master}	/builds/status/{}/{}	/builds/status/{buildNumber}/{master}	CLAIM-S2-R0734	1	-	Map<String,Object>	-	GenericBuild	typed	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:69
orca	igor	GET	/builds/properties/{buildNumber}/{fileName}/{master}/{job}	/builds/properties/{}/{}/{}/{}	/builds/properties/{buildNumber}/{fileName}/{master:.+}/**	CLAIM-S2-R0743	1	-	Map<String,Object>	-	Map<String, Object>	untyped-return	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:75
orca	igor	GET	/builds/properties/{buildNumber}/{fileName}/{master}	/builds/properties/{}/{}/{}	/builds/properties/{buildNumber}/{fileName}/{master}	CLAIM-S2-R0744	1	-	Map<String,Object>	-	Map<String, Object>	untyped-return	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:82
orca	igor	GET	/builds/artifacts/{buildNumber}/{master}/{job}	/builds/artifacts/{}/{}/{}	/builds/artifacts/{buildNumber}/{master:.+}/**	CLAIM-S2-R0735	1	-	List<Artifact>	-	List<Artifact>	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:96
orca	igor	GET	/builds/artifacts/{buildNumber}/{master}	/builds/artifacts/{}/{}	/builds/artifacts/{buildNumber}/{master}	CLAIM-S2-R0736	1	-	List<Artifact>	-	List<Artifact>	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:103
orca	igor	POST	/gcb/builds/create/{account}	/gcb/builds/create/{}	/gcb/builds/create/{account}	CLAIM-S2-R0584	1	Map<String,Object>	GoogleCloudBuild	String	Build	typed	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:110
orca	igor	POST	/gcb/builds/stop/{account}/{buildId}	/gcb/builds/stop/{}/{}	/gcb/builds/stop/{account}/{buildId}	CLAIM-S2-R0591	1	-	GoogleCloudBuild	-	Build	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:114
orca	igor	GET	/gcb/builds/{account}/{buildId}	/gcb/builds/{}/{}	/gcb/builds/{account}/{buildId}	CLAIM-S2-R0586	1	-	GoogleCloudBuild	-	Build	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:118
orca	igor	GET	/gcb/builds/{account}/{buildId}/artifacts	/gcb/builds/{}/{}/artifacts	/gcb/builds/{account}/{buildId}/artifacts	CLAIM-S2-R0587	1	-	List<Artifact>	-	List<Artifact>	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:122
orca	igor	POST	/gcb/triggers/{account}/{triggerId}/run	/gcb/triggers/{}/{}/run	/gcb/triggers/{account}/{triggerId}/run	CLAIM-S2-R0590	1	GoogleCloudBuildRepoSource	GoogleCloudBuild	String	Build	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:126
orca	igor	POST	/codebuild/builds/start/{account}	/codebuild/builds/start/{}	/codebuild/builds/start/{account}	CLAIM-S2-R0575	1	Map<String,Object>	AwsCodeBuildExecution	Map<String, Object>	Build	untyped-body	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:132
orca	igor	GET	/codebuild/builds/{account}/{buildId}	/codebuild/builds/{}/{}	/codebuild/builds/{account}/{buildId}	CLAIM-S2-R0576	1	-	AwsCodeBuildExecution	-	Build	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:136
orca	igor	GET	/codebuild/builds/artifacts/{account}/{buildId}	/codebuild/builds/artifacts/{}/{}	/codebuild/builds/artifacts/{account}/{buildId}	CLAIM-S2-R0577	1	-	List<Artifact>	-	List<Artifact>	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:140
orca	igor	POST	/codebuild/builds/stop/{account}/{buildId}	/codebuild/builds/stop/{}/{}	/codebuild/builds/stop/{account}/{buildId}	CLAIM-S2-R0578	1	-	AwsCodeBuildExecution	-	Build	typed	0	0	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:144
orca	igor	GET	/delivery-config/manifest	/delivery-config/manifest	/delivery-config/manifest	CLAIM-S2-R0595	1	-	Map<String,Object>	-	Map<String, Object>	untyped-return	1	1	0	orca@v8.64.0 orca-igor/src/main/java/com/netflix/spinnaker/orca/igor/IgorService.java:148
orca	keel	POST	/delivery-configs/	/delivery-configs	/delivery-configs	CLAIM-S2-R0704	1	DeliveryConfig	Response	-	DeliveryConfig	polymorphic	0	0	0	orca@v8.64.0 orca-keel/src/main/kotlin/com/netflix/spinnaker/orca/KeelService.kt:28
orca	keel	DELETE	/application/{application}/config	/application/{}/config	/application/{application}/config	CLAIM-S2-R0688	1	-	Response	-	void	typed	0	0	0	orca@v8.64.0 orca-keel/src/main/kotlin/com/netflix/spinnaker/orca/KeelService.kt:32
orca	kayenta	POST	/canary/{canaryConfigId}	/canary/{}	/canary/{canaryConfigId:.+}	CLAIM-S2-R0648	1	CanaryExecutionRequest	Map<*,*>	CanaryExecutionRequest	CanaryExecutionResponse	typed	1	1	0	orca@v8.64.0 orca-kayenta/src/main/kotlin/com/netflix/spinnaker/orca/kayenta/KayentaService.kt:32
orca	kayenta	GET	/canary/{canaryExecutionId}	/canary/{}	/canary/{canaryExecutionId:.+}	CLAIM-S2-R0650	1	-	CanaryResults	-	CanaryExecutionStatusResponse	polymorphic	0	0	0	orca@v8.64.0 orca-kayenta/src/main/kotlin/com/netflix/spinnaker/orca/kayenta/KayentaService.kt:43
orca	kayenta	PUT	/pipelines/{executionId}/cancel	/pipelines/{}/cancel	/pipelines/{executionId}/cancel	CLAIM-S2-R0634	1	String	Map<*,*>	-	void	typed	1	1	0	orca@v8.64.0 orca-kayenta/src/main/kotlin/com/netflix/spinnaker/orca/kayenta/KayentaService.kt:49
orca	kayenta	GET	/credentials	/credentials	/credentials	CLAIM-S2-R0661	1	-	List<KayentaCredential>	-	Set<? extends AccountCredentials>	typed	0	0	0	orca@v8.64.0 orca-kayenta/src/main/kotlin/com/netflix/spinnaker/orca/kayenta/KayentaService.kt:55
orca	kayenta	GET	/canaryConfig	/canaryConfig	/canaryConfig	CLAIM-S2-R0647	1	-	List<KayentaCanaryConfig>	-	List<Map<String, Object>>	untyped-return	1	1	0	orca@v8.64.0 orca-kayenta/src/main/kotlin/com/netflix/spinnaker/orca/kayenta/KayentaService.kt:58
orca	rosco	POST	/api/v2/manifest/bake/{type}	/api/v2/manifest/bake/{}	/api/v2/manifest/bake/{type}	CLAIM-S2-R0625	1	BakeManifestRequest	Artifact	Map<String, Object>	Artifact	untyped-body	1	1	0	orca@v8.64.0 orca-bakery/src/main/groovy/com/netflix/spinnaker/orca/bakery/api/BakeryService.groovy:29
orca	rosco	POST	/api/v1/{region}/bake	/api/v1/{}/bake	/api/v1/{region}/bake	CLAIM-S2-R0615	1	BakeRequest	BakeStatus	BakeRequest	BakeStatus	typed	0	0	0	orca@v8.64.0 orca-bakery/src/main/groovy/com/netflix/spinnaker/orca/bakery/api/BakeryService.groovy:32
orca	rosco	GET	/api/v1/{region}/status/{statusId}	/api/v1/{}/status/{}	/api/v1/{region}/status/{statusId}	CLAIM-S2-R0616	1	-	BakeStatus	-	BakeStatus	typed	0	0	0	orca@v8.64.0 orca-bakery/src/main/groovy/com/netflix/spinnaker/orca/bakery/api/BakeryService.groovy:35
orca	rosco	GET	/api/v1/{region}/bake/{bakeId}	/api/v1/{}/bake/{}	/api/v1/{region}/bake/{bakeId}	CLAIM-S2-R0617	1	-	Bake	-	Bake	typed	0	0	0	orca@v8.64.0 orca-bakery/src/main/groovy/com/netflix/spinnaker/orca/bakery/api/BakeryService.groovy:38
orca	rosco	POST	/api/v1/bakes/delete-requests	/api/v1/bakes/delete-requests	/api/v1/bakes/delete-requests	CLAIM-S2-R0621	1	DeleteBakesRequest	Void	DeleteBakesRequest	void	typed	0	0	0	orca@v8.64.0 orca-bakery/src/main/groovy/com/netflix/spinnaker/orca/bakery/api/BakeryService.groovy:41
orca	rosco	GET	/bakeOptions/{cloudProvider}/baseImages/{imageId}	/bakeOptions/{}/baseImages/{}	/bakeOptions/{cloudProvider}/baseImages/{imageId}	CLAIM-S2-R0614	1	-	BaseImage	-	BakeOptions.BaseImage	typed	0	0	0	orca@v8.64.0 orca-bakery/src/main/groovy/com/netflix/spinnaker/orca/bakery/api/BakeryService.groovy:49
orca	fiat	GET	authorize/{userId}	/authorize/{}	/authorize/{userId:.+}	CLAIM-S2-R0597	1	-	Call<UserPermission.View>	-	UserPermission.View	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:36
orca	fiat	GET	authorize/{userId}/{resourceType}/{resourceName}/{authorization}	/authorize/{}/{}/{}/{}	/authorize/{userId:.+}/{resourceType:.+}/{resourceName:.+}/{authorization:.+}	CLAIM-S2-R0605	1	-	Call<Void>	-	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:46
orca	fiat	POST	authorize/{userId}/{resourceType}/create	/authorize/{}/{}/create	/authorize/{userId:.+}/{resourceType:.+}/create	CLAIM-S2-R0606	1	Object	Call<Void>	Object	void	untyped-body	1	1	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:61
orca	fiat	POST	roles/sync	/roles/sync	/roles/sync	CLAIM-S2-R0610	2	-	Call<Long>	List<String>	long	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:72
orca	fiat	POST	roles/sync	/roles/sync	/roles/sync	CLAIM-S2-R0610	2	List<String>	Call<Long>	List<String>	long	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:81
orca	fiat	POST	roles/sync/serviceAccount/{serviceAccountId}	/roles/sync/serviceAccount/{}	/roles/sync/serviceAccount/{serviceAccountId:.+}	CLAIM-S2-R0611	1	List<String>	Call<Long>	List<String>	long	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:92
orca	fiat	POST	roles/{userId}	/roles/{}	/roles/{userId:.+}	CLAIM-S2-R0607	1	-	Call<Void>	-	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:100
orca	fiat	PUT	roles/{userId}	/roles/{}	/roles/{userId:.+}	CLAIM-S2-R0608	1	Collection<String>	Call<Void>	List<String>	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:110
orca	fiat	DELETE	roles/{userId}	/roles/{}	/roles/{userId:.+}	CLAIM-S2-R0609	1	-	Call<Void>	-	void	typed	0	0	0	fiat@v1.57.0 fiat-api/src/main/java/com/netflix/spinnaker/fiat/shared/FiatService.java:117
